,x,y,cls
61,18.50058861,15.06329149,1
62,9.837733236,6.594605302,1
63,1.994984812,-0.801358885,1
64,18.18292943,15.49592165,1
65,13.93625279,15.91336954,1
66,14.28647062,9.915219913,0
67,5.317597524,0.285862784,1
68,17.66741826,13.82844217,0
69,0.76273499,-0.5224965,0
70,1.731542574,-0.484394083,1
71,9.404936211,1.929756749,1
72,-1.452189279,-0.262662196,0
73,12.07864688,13.19735219,0
74,14.52684621,15.59403024,1
75,0.977372753,7.543912648,0
76,0.471345754,0.104622232,0
77,9.628650461,14.34932095,1
78,17.11184756,13.45387609,0
79,0.480828728,0.711988451,0
80,17.61624868,14.3432416,0
81,4.716283136,14.97418587,1
82,14.0181248,12.20067133,0
83,13.3914696,10.70054767,0
84,15.01600882,10.92878503,0
85,-0.027027199,-0.215659239,1
86,14.16089552,15.8709051,1
87,13.35337154,16.31705381,1
88,1.806984667,11.27317386,0
89,14.99874885,17.5569933,1
90,-0.491647724,1.596416782,0
91,13.46839209,12.5011383,0
92,13.11546953,17.10976131,0
93,14.97786521,17.78216716,1
94,1.880452167,-0.128871773,1
95,1.301142808,1.257345361,0
96,1.703918546,-0.131084999,1
97,-0.683825033,0.390964747,0
98,0.353151374,0.067719595,1
99,17.71786743,14.02319021,0
100,0.841478193,-0.559260329,1
101,8.061092947,7.743785423,1
102,1.214221451,-0.52524338,1
103,2.608494695,6.247067258,0
104,1.635445857,3.219773679,0
105,7.515635188,-0.625222571,1
106,6.926157331,11.26970841,1
107,17.26061359,13.29081646,0
108,7.938453982,8.313330727,1
109,15.14154275,17.31844027,1
110,-4.157333651,4.771302157,0
111,14.83928516,17.52371261,1
112,6.172001676,3.746452893,0
113,-0.144907901,0.086421623,0
114,-0.7393831,0.584767866,1
115,0.936755044,-1.135369057,1
116,11.80819065,13.42822108,0
117,1.33336542,-0.071986994,0
118,-1.143706799,1.136199784,0
119,15.81156737,17.20843713,1
120,-0.521645123,1.221790136,0
121,15.67766992,13.51595684,1
122,2.113303276,3.630815005,0
123,0.967631586,0.904602559,0
124,12.47920697,17.69548943,1
125,1.042078472,-0.620595049,0
126,14.52550274,12.69289888,0
127,-0.426324738,0.363147047,1
128,8.590613805,1.775346817,1
129,-0.770865368,-0.591992245,0
130,12.49138631,12.18153567,0
131,-0.255922764,-0.581639307,0
132,6.387777821,-3.103821844,0
133,14.16534696,16.3445302,1
134,16.62921321,13.43193349,0
135,0.181964104,0.597550336,0
136,8.171499184,13.51016755,1
137,-0.648886614,-0.23182193,0
138,15.67924028,17.02731189,1
139,1.415791768,-0.039439654,0
140,1.584602854,0.24204506,1
141,1.524752429,-3.436832603,1
142,10.73618018,0.525110672,1
143,2.171851232,13.61976416,0
144,7.504409322,6.161486981,1
145,1.452084474,6.305697398,0
146,0.042775494,-0.42757047,1
147,8.775404507,7.923981019,1
148,16.29038308,13.57400132,0
149,14.57028115,11.51894157,0
150,0.294975085,-0.877170133,1
151,16.24915099,13.08081684,0
152,-0.645868225,0.973358476,0
153,12.44346003,12.18280299,0
154,-1.617916926,0.616478002,0
155,15.47691826,12.94261517,0
156,1.987767911,4.894842692,0
157,14.33306683,17.23100856,1
158,16.5301389,13.83542863,0
159,0.816137724,0.040336044,0
160,-1.196142151,0.621760593,0
161,1.413144097,6.114369813,0
162,-0.65983936,1.113225923,0
163,1.909561925,4.807791988,0
164,0.40740111,0.898830971,0
165,15.32623488,13.20465507,0
166,17.05971565,15.00527583,0
167,-0.107254027,0.248490887,1
168,13.8029123,14.19152439,0
169,1.602269923,-0.247682732,1
170,17.01607018,13.39128228,0
171,9.449937879,-0.7173781,1
172,16.45692907,15.79391157,1
173,0.82179277,-0.488769642,1
174,-0.748869913,0.222848819,1
175,16.10705029,16.21643947,1
176,10.83730102,7.163836995,1
177,7.888093521,8.989172104,1
178,-0.801385278,-0.066407945,1
179,11.02873079,12.36095613,0
180,16.45104281,16.65190946,1
181,9.4907965,5.876922727,1
182,13.31913176,11.99938223,0
183,1.756300959,6.851718593,0
184,1.660678945,1.571062913,0
185,-0.387161041,1.018377664,0
186,2.293285749,-2.303926367,1
187,14.81771822,15.11099005,1
188,1.372873693,4.683914732,0
189,0.561973286,-0.639645843,1
190,6.739720129,-3.343853862,1
191,13.12780491,18.24639388,1
192,14.12315876,16.08470704,1
193,0.110494433,-0.38130941,1
194,8.498420636,10.39955855,1
195,-0.151253311,1.214571994,0
196,15.46322428,17.22198423,1
197,1.061726093,-0.399747023,1
198,13.1477335,17.26480479,1
199,2.513149336,-4.472624423,0
200,10.35761606,8.540793169,1
201,1.638946093,0.093962018,1
202,16.06821878,14.0031181,0
203,16.17717994,13.54155307,0
204,0.856369597,1.173116814,0
205,12.62866493,14.16096036,1
206,15.7374975,15.14028551,0
207,16.08835718,6.229537887,1
208,-0.282005465,2.452530827,0
209,15.31295462,17.81999132,1
210,6.163124467,11.16454082,1
211,16.81857347,14.87970544,0
212,0.694460685,-0.430447793,1
213,6.968112501,6.883596274,1
214,16.81958147,13.02854412,0
215,-0.684355185,0.042204982,0
216,13.51406222,13.33258526,0
217,1.234573394,0.699344077,0
218,3.728230543,2.290680514,0
219,15.2808535,16.73353651,1
220,12.40785671,0.363823817,1
221,17.56889817,13.59899612,0
222,13.21094404,17.85057631,1
223,16.81691697,16.28651121,1
224,-0.274687005,-0.296777402,0
225,0.41952642,-0.733549978,1
226,3.535051458,-0.052397079,0
227,17.82648001,14.48860552,0
228,5.649882581,15.29343794,1
229,15.08801121,11.42219229,0
230,14.22735937,14.16333216,0
231,0.879880503,0.525116692,0
232,12.61516363,2.57004492,1
233,7.387982372,1.973423829,1
234,11.0213251,18.64145113,1
235,12.78978661,18.76834345,1
236,-0.892681974,0.546026162,0
237,11.75243882,14.05250777,0
238,12.64056977,18.49170804,1
239,6.342062083,-1.913843486,1
240,18.46322502,14.53207541,0
241,16.27849461,13.39789623,0
242,-1.190899841,0.456836517,1
243,0.479083777,0.695410493,1
244,1.411653104,-1.166562244,1
245,7.332782463,9.535523338,1
246,1.853486881,0.198761249,1
247,9.901238717,4.03806936,1
248,-1.387594413,0.871581017,1
249,-0.136161679,0.410525566,1
250,0.147602543,0.218700327,1
251,10.43297478,1.359069886,1
252,-1.408515435,4.512776892,0
253,-0.10379912,-1.613708958,1
254,16.07550751,13.53684248,0
255,11.53804179,17.26411832,1
256,13.68663482,10.20467487,0
257,16.26203754,16.87831412,1
258,1.344506228,10.29899599,0
259,-0.028218983,2.600749161,0
260,13.24177629,1.945935404,1
261,0.017885323,1.220497476,0
262,4.438297452,1.081037942,1
263,1.805392607,7.403558453,0
264,1.458169081,7.062552824,0
265,-1.2735766,0.38351357,0
266,1.046629879,0.240241782,0
267,9.268071704,4.883750815,1
268,13.33003759,18.92196179,1
269,13.12841463,12.61514337,0
270,13.55505303,15.19642274,1
271,16.20659122,12.91073691,0
272,1.128375073,-0.745753764,1
273,6.671456779,9.970223546,1
274,9.229873067,5.835410007,1
275,8.165536111,7.167550185,1
276,1.410467285,-0.390306015,1
277,2.109796094,8.841940389,0
278,12.30681348,17.0827333,1
279,0.907233914,-0.4835974,0
280,0.900999287,0.17567427,1
281,8.171410004,3.387970592,1
282,1.231254903,0.228473405,1
283,9.576463268,9.056047748,1
284,-0.198062047,0.717836389,1
285,1.347691175,0.280813772,1
286,-0.448173018,0.849511565,0
287,0.020978491,1.82799464,0
288,-1.032790947,0.592157,0
289,0.659486594,5.180110931,0
290,0.080763157,0.298003271,1
291,16.4363152,16.63411483,1
292,0.038007452,0.492260369,0
293,10.56802312,14.07582503,0
294,16.02675782,16.55177869,1
295,13.8621714,11.24332365,0
296,15.44014235,17.03582525,1
297,0.701708195,-0.026391183,1
298,0.846609675,-0.449358965,1
299,1.919120909,4.501575585,0
300,12.08568738,15.1462027,0
301,7.863679888,6.137965473,1
302,8.640891504,8.688079251,1
303,2.012928851,9.331877543,0
304,15.68292249,17.02777316,1
305,11.46295089,1.130356,1
306,1.223014647,0.767125821,0
307,0.500646801,1.612437251,0
308,17.73529815,14.85074889,0
309,1.570356404,-0.203994051,0
310,13.63308908,18.73999621,1
311,15.96301767,16.83591294,1
312,7.195442376,11.70568441,1
313,13.11632731,16.48172458,1
314,-0.862351248,1.130394165,0
315,0.976286645,1.751535308,0
316,0.840617073,0.067209216,0
317,1.707857011,-0.786728913,1
318,6.128730552,0.282849671,0
319,0.421907751,-0.035022906,1
320,2.172031203,10.39725065,0
321,8.922279992,9.429508647,1
322,0.502833813,2.174546463,0
323,14.88497186,14.44772247,0
324,18.667774,14.52021499,1
325,5.600387939,11.92784673,1
326,1.11382081,0.696554287,1
327,1.229751824,8.802288162,0
328,16.86254004,16.27774465,1
329,9.785923309,3.612578467,1
330,2.390871248,13.35187748,0
331,15.98993151,12.1613365,0
332,1.914906258,0.575984085,0
333,9.848148798,4.94507524,1
334,1.018217011,-0.192171694,1
335,0.425604155,0.478082649,0
336,1.541842179,-0.023294542,1
337,17.78269814,15.29354803,1
338,-0.345980591,0.663291785,0
339,0.509843609,1.04081535,0
340,10.34802673,0.617845109,1
341,4.267544329,3.26248957,0
342,-3.727107719,2.236594494,0
343,14.05731656,12.72976989,0
344,16.5295439,16.3946725,1
345,2.092435533,0.066225061,0
346,2.160840165,11.34350535,0
347,1.101064184,-0.786149219,0
348,0.39535486,0.771805068,0
349,-0.732456097,0.520384507,1
350,0.256474392,1.337985787,0
351,14.26617611,13.61727583,0
352,14.59151574,12.22076028,0
353,4.66045105,-2.171345818,0
354,1.635913263,0.509566981,0
355,8.758925072,10.83875239,1
356,0.079745006,-1.191780543,1
357,8.730184266,7.726023981,1
358,0.30630609,-1.544152951,1
359,-0.234560229,0.046871131,1
360,0.633642331,1.069777138,0
361,-1.275547729,0.860056536,0
362,2.050203198,11.67898697,0
363,18.20368088,15.72898112,1
364,17.70665611,15.54775919,1
365,-0.133668051,0.435056057,0
366,-0.375544278,-7.134667996,0
367,0.03322166,0.222304567,0
368,16.25439361,13.5923417,0
369,11.22148029,14.52930131,0
370,1.290605489,3.541918592,0
371,-0.425837212,-0.274505487,1
372,-1.814170647,0.576135896,0
373,3.092451543,-3.468996978,1
374,6.821744579,2.918040922,1
375,0.926546768,-0.461386823,1
376,1.025155215,0.74233105,1
377,17.03740379,15.2079983,0
378,14.83687835,11.94620941,0
379,17.53236093,13.87525013,0
380,-0.899999316,1.023766995,0
381,-0.200609471,-0.382072157,1
382,0.83735282,6.030273378,0
383,11.09706792,3.853374957,1
384,1.527423887,1.388329803,0
385,12.44874124,18.84421731,1
386,2.353858866,0.59107609,1
387,7.562814689,1.175011521,1
388,11.23046289,4.056515097,1
389,-1.255750987,0.307952355,0
390,14.99889777,14.99542444,0
391,-0.656588991,1.345929547,0
392,-0.615686133,0.482597952,0
393,15.16505879,17.34299197,1
394,13.35864036,15.58965204,0
395,7.489345377,1.893030667,1
396,15.60520844,15.48503005,1
397,1.905355114,-1.463321329,1
398,0.594815099,1.214093188,0
399,9.804380803,5.318909279,1
400,3.669633982,-3.729085436,1
401,10.18072856,5.69569373,1
402,-0.507993694,1.259495541,0
403,15.24463979,13.30995798,0
404,-0.506450955,0.11698725,0
405,2.192431273,0.307689523,1
406,8.550634783,10.38997836,1
407,12.27235562,14.0477854,0
408,1.051594361,-0.332890764,1
409,8.061303301,8.951582656,1
410,-1.355140562,0.945071354,0
411,15.1962874,15.68431387,1
412,7.580697073,7.567043467,1
413,8.147048542,13.57090403,1
414,10.98677118,1.701623715,1
415,15.06582632,12.64922866,0
416,9.435024107,7.056695623,1
417,13.3804774,15.67521353,1
418,5.840600459,18.70685056,1
419,16.78274646,12.87933409,0
420,0.316278415,0.450468404,0
421,16.34664827,16.57838456,1
422,-2.494247476,-1.012407963,0
423,1.063958251,7.382082628,0
424,3.127632639,-3.365216436,1
425,13.7503991,17.94994245,1
426,1.740618238,7.254088251,0
427,9.549302604,10.20513408,1
428,12.16127907,15.63868228,0
429,0.358159163,-0.010632003,0
430,2.331299029,12.86884453,0
431,4.905946182,-1.32568662,0
432,-0.121412484,1.239981381,0
433,15.46399722,17.34036839,1
434,14.16200678,11.76959096,0
435,1.339130992,4.927379516,0
436,13.01811594,18.98034422,1
437,2.416255514,12.06500834,0
438,7.854788099,15.06649059,1
439,8.488449211,15.43713741,1
440,-0.254405942,1.160352719,0
441,-0.11595966,0.914112656,0
442,-0.060470867,0.934615706,0
443,2.048068312,6.246222205,0
444,-0.852752634,0.401393002,0
445,7.586123778,-0.68070111,1
446,14.75853989,16.31390822,1
447,1.088303209,0.102191275,1
448,1.142437335,-0.813066124,1
449,-0.968725724,-0.795962742,0
450,-0.577328209,-0.230620926,1
451,2.024109947,6.451696205,0
452,1.267937697,8.326325796,0
453,-0.209048244,4.76776197,0
454,-0.241196351,1.607090936,1
455,2.47487974,7.678057142,0
456,5.725197408,2.773516127,0
457,2.247127626,-1.461593028,0
458,7.987832761,9.437788703,1
459,-1.118865963,-0.743288942,1
460,18.04887184,15.39962367,1
461,0.270870712,1.067942187,0
462,0.970160922,-0.195332533,0
463,3.988957897,-3.067808076,1
464,12.90953993,13.96001823,0
465,1.112586308,-0.019785984,1
466,0.373720809,-0.128808679,1
467,6.941722936,2.886532806,1
468,0.930546831,1.129058753,0
469,13.46451748,18.02142345,1
470,0.351497831,0.588821457,1
471,-0.588087799,0.66091041,0
472,4.65007516,4.619074875,0
473,0.006855145,1.336444909,0
474,2.110395456,8.931904274,0
475,16.24122245,12.69862602,0
476,0.917840052,1.79857721,0
477,14.08574502,11.16120793,0
478,21.35729159,13.70538997,1
479,15.737353,13.28932867,1
480,13.58298348,16.85925357,1
481,-1.351806107,0.231556975,0
482,8.815281732,5.156455742,1
483,-0.793150066,0.388533815,0
484,0.658532849,-0.353274441,1
485,15.52589848,17.31376618,1
486,0.897552745,0.357571319,0
487,2.264281191,13.37370436,0
488,13.27544879,13.13076349,0
489,0.379732813,0.570309266,0
490,0.836229563,-0.146179985,1
491,0.332320896,0.546170835,0
492,-0.942693555,1.952348116,0
493,16.15891382,16.32848118,1
494,0.750010312,0.352378411,0
495,16.0182628,16.99354516,1
496,2.444364922,-0.242523095,1
497,-0.145233702,1.789645746,0
498,2.495470164,-1.421502127,0
499,16.53685178,16.2856617,1
500,0.350212353,0.997283664,0
501,2.245795791,0.358930525,1
502,-0.031740616,0.930069893,1
503,-0.456621198,-0.053587854,1
504,3.140007459,-1.520757056,1
505,11.84362751,10.99044545,0
506,0.378984275,0.806003609,0
507,-1.035415921,0.10748745,0
508,14.00987539,12.94829941,0
509,-1.465115388,0.82133566,0
510,0.904422548,-0.353984745,1
511,0.161774861,1.128655573,0
512,13.35390957,4.623178298,1
513,7.029535938,1.865782564,1
514,15.89062533,12.23910595,0
515,-0.488539659,1.437329383,0
516,7.772508303,13.46956352,1
517,16.69391307,15.76754607,1
518,17.65841591,15.38523687,1
519,12.93097645,18.68317828,1
520,2.284991085,7.683925659,0
521,8.151948535,1.725291518,1
522,-0.977804023,0.552042162,0
523,15.06584796,13.23834864,0
524,16.04647117,16.88657506,1
525,-1.121498803,0.483361446,0
526,14.6720926,12.8139985,1
527,17.5101762,15.81878929,1
528,17.14650604,15.95293909,1
529,14.59589798,15.51460855,1
530,2.265586898,0.680909883,1
531,-1.439791932,1.854439964,0
532,16.75345791,13.98973301,0
533,15.35604282,16.67992664,1
534,15.94197589,16.9114938,1
535,8.459357873,1.324514579,1
536,15.23237329,14.68947329,1
537,18.18161197,15.71414155,1
538,17.27451291,16.52580059,1
539,-1.017015336,0.952015417,0
540,16.34337861,13.22561815,0
541,16.40142404,12.99722443,0
542,14.86431505,6.748869833,1
543,15.44447752,17.6360622,1
544,5.553522585,-1.800870613,1
545,8.8275244,9.791788299,1
546,-0.728691701,0.563290341,0
547,1.172120764,0.036780702,1
548,14.53755617,5.934199564,0
549,0.622217507,0.28231785,0
550,1.675446719,6.765081755,0
551,1.610413216,2.720877027,0
552,7.485175961,1.427512354,1
553,16.69091968,16.54028531,1
554,0.115337164,0.640217568,0
555,1.449832545,4.654572777,0
556,7.033665532,0.480775131,1
557,1.044615801,8.083106782,0
558,13.95173255,16.45833635,1
559,13.60580928,16.27754809,1
560,13.18190816,18.6041684,1
561,1.738087043,0.485865341,0
562,0.389734885,0.190703201,0
563,0.338072325,0.399473402,0
564,15.40508293,13.27660191,0
565,16.67505774,14.30264838,0
566,12.26345459,13.69427904,0
567,2.433802976,0.675118032,0
568,1.604260906,-1.546368941,1
569,8.596727049,9.660463155,1
570,1.488057883,-0.472849143,1
571,7.861448828,11.86777368,1
572,-0.891154312,0.524060295,0
573,0.343640001,4.526015563,0
574,14.32067276,18.12928859,1
575,13.17336266,13.19178912,0
576,1.643158485,4.657416865,0
577,16.08084165,11.52652061,0
578,0.613406767,2.779415936,0
579,14.91270575,17.90779511,1
580,-1.665757054,-0.228396192,0
581,10.09864339,7.801493829,1
582,1.639410578,-1.202620157,1
583,1.657852649,0.872027774,1
584,1.524717438,-0.075230677,1
585,9.515481281,2.427187131,1
586,17.04290494,16.59851439,1
587,1.014731628,0.089860547,0
588,12.98287124,15.38604639,1
589,0.149803446,0.978644767,0
590,-0.321195244,0.748310207,0
591,1.159657431,10.26742364,0
592,8.143956326,-1.830725349,1
593,15.46988998,12.00606206,0
594,11.78223238,17.06259149,1
595,6.466372127,2.262316716,1
596,18.10789242,15.4806478,1
597,17.373655,14.58029529,0
598,13.18516539,14.61981801,1
599,-0.100480417,1.012254722,1
600,9.344384815,9.922460024,1
601,16.47310333,16.90660062,1
602,-2.806577032,-2.746563186,0
603,15.30445869,16.51531367,1
604,1.752730487,0.231082234,1
605,0.962529373,0.79543952,0
606,12.73319975,16.80835039,1
607,-0.23547063,1.174792846,0
608,0.833912119,0.670269723,0
609,8.032681158,10.92400472,1
610,12.9034034,14.25431544,0
611,-0.036188639,2.121425506,0
612,14.00123877,16.27966005,1
613,0.940945653,2.826397139,0
614,1.387011209,-0.065740778,0
615,1.291299626,0.038356933,1
616,15.25430063,17.10837951,1
617,1.611123517,0.134383338,1
618,1.099791735,0.630110398,0
619,1.580508549,-0.257397027,1
620,4.46601432,4.408435302,0
621,14.0083752,17.61528366,1
622,16.25849287,13.92056305,0
623,2.223160595,0.170783782,1
624,11.4997287,14.04402272,0
625,0.995701127,0.14439476,0
626,-0.151341448,1.317721735,0
627,11.29769685,14.93967686,0
628,6.970436782,3.887414502,1
629,4.947679422,-0.966610401,1
630,10.75268112,14.19386624,0
631,13.7365926,15.30060277,0
632,1.183054544,0.403373234,0
633,-2.857722325,7.234779534,0
634,-0.602624501,0.153561836,0
635,9.054301343,-1.014076245,1
636,12.64159045,17.50106026,1
637,14.86610678,14.12814108,0
638,1.464181442,0.207170003,1
639,-1.086064111,0.429177503,1
640,12.84005022,14.78877318,0
641,19.25645208,15.78303286,0
642,7.148488169,10.11187002,1
643,14.55124673,5.962401787,1
644,15.7806509,13.38856404,0
645,10.96493565,20.21086876,1
646,0.378236048,-0.811996059,1
647,-0.83563294,0.940821835,0
648,6.117688782,8.119307534,1
649,13.68614482,15.16119896,0
650,1.802504522,-0.806516564,1
651,1.678377814,8.796928862,0
652,5.534157388,0.599176542,0
653,12.98084977,2.318132442,1
654,0.242337127,1.322200658,0
655,-0.38304042,1.501187898,0
656,1.316766798,4.39955155,0
657,11.30832833,2.234478156,1
658,11.46573254,1.63596427,1
659,-0.193097525,0.867250946,0
660,1.71297142,11.39919397,0
661,2.213979935,0.792394001,1
662,9.157707889,-1.184040871,1
663,14.38378959,12.95743743,0
664,-1.125844769,0.009418283,0
665,9.309677793,1.604970392,1
666,13.4780606,13.01349073,0
667,15.84243686,11.50854138,0
668,15.3890084,11.93266441,0
669,11.97152754,15.54574537,1
670,14.16633707,16.64702331,1
671,1.492298605,0.726496962,1
672,1.165250458,0.24028672,1
673,0.09475114,1.077260398,0
674,7.882804838,9.557499132,1
675,18.94521432,14.73091464,1
676,11.25873218,4.256885085,1
677,2.318577304,-0.252403165,1
678,10.45583951,0.448306159,1
679,0.002072908,0.400286637,1
680,0.494457107,-0.172400606,0
681,14.40401001,15.58541711,1
682,2.28624281,12.43607703,0
683,1.470699501,7.038817182,0
684,1.362801816,0.275378648,1
685,0.591357821,-0.12108848,1
686,14.30554927,16.9448767,1
687,16.88928353,14.47909699,0
688,0.665296089,-0.47776584,1
689,4.532422157,-5.17471809,1
690,0.809779732,0.421112364,1
691,16.95421458,16.18540891,1
692,2.278267915,10.95597796,0
693,17.64071705,15.87470607,1
694,0.96725429,0.558170439,1
695,2.131862384,0.080760369,1
696,17.79784524,14.81605107,0
697,15.32646716,16.89805898,1
698,-0.102228162,-0.924414078,1
699,11.87530483,3.490711817,1
700,1.218734223,1.701108598,0
701,10.09847789,13.80976005,0
702,0.483878557,0.844732291,0
703,2.050920929,6.836856906,0
704,14.14249409,18.22114715,1
705,-0.304877737,0.903566665,0
706,-0.023000515,0.234173862,1
707,17.18033019,13.0346455,0
708,-0.114718705,0.568285592,0
709,2.069066293,13.31677166,0
710,11.36378952,19.44348711,1
711,13.82944521,17.30819963,1
712,16.59375482,12.58041382,0
713,16.0564012,16.70132317,1
714,7.670940159,4.677158382,1
715,2.46922288,7.37625001,0
716,1.2180324,-0.798425981,0
717,13.18322082,13.79841392,0
718,14.93085528,17.42065733,1
719,0.888473507,5.368602572,0
720,0.073926478,-4.208705745,0
721,1.551738257,0.468497742,1
722,15.45026299,12.03214854,0
723,5.814450513,1.234273369,1
724,13.34363134,12.47583369,0
725,2.332833038,14.57357133,0
726,1.000618917,4.663089633,0
727,-0.581252421,-0.213974342,1
728,0.638100358,0.53480604,0
729,0.952341378,5.126769744,0
730,-1.124164255,0.184003347,0
731,1.335336821,-0.719827357,0
732,0.57202704,-0.457670383,0
733,16.17474807,13.22957442,0
734,17.47788219,15.36619358,1
735,11.34674486,15.92051773,0
736,8.299745342,1.678053713,1
737,0.394194746,-0.337998929,1
738,12.68419903,17.68541319,1
739,4.155543022,1.903471135,0
740,2.957197704,13.66408253,0
741,-1.371592271,0.501538501,0
742,1.465964113,8.161445731,0
743,1.81481981,8.469351692,0
744,14.81579236,16.0153324,0
745,3.840241434,0.868455085,1
746,11.5079274,15.15627366,0
747,0.392053701,-0.561810304,0
748,1.371150385,-0.533841501,0
749,15.87139574,13.24137013,0
750,14.24267274,17.62734166,1
751,0.634002505,-0.220651584,0
752,17.18241395,14.41945449,0
753,2.419463458,11.13716499,0
754,8.897724556,-0.861942897,1
755,9.246816287,1.447047219,1
756,10.29268598,10.3779321,1
757,13.90900587,16.68735815,1
758,17.75220746,14.98569879,0
759,14.32046521,12.30699388,0
760,1.358337061,5.719249167,0
761,15.36162606,11.76089813,0
762,-0.031124059,1.758694799,0
763,13.26364412,3.969489568,1
764,0.476630216,0.190594207,1
765,13.23529327,17.07111327,1
766,12.3410179,5.081184467,1
767,0.11000815,-0.506832239,1
768,8.810505622,4.220746358,1
769,14.60820314,11.64197034,0
770,5.447824098,0.910051354,1
771,16.31561249,12.99529094,0
772,8.740032795,7.579128171,1
773,0.853460479,-1.076416301,1
774,1.756022434,5.74828221,0
775,1.253074608,-0.262028378,0
776,11.4483974,6.779889524,1
777,1.557992381,-0.670962614,1
778,9.221908045,1.198068301,1
779,2.362416431,0.161769644,1
780,-0.390933421,0.180040913,0
781,0.85523795,-0.139100284,0
782,9.562417954,2.121816192,1
783,11.06906948,2.240288044,1
784,8.841157257,12.81752689,1
785,1.444568407,5.534298759,0
786,0.198190071,1.705725215,0
787,1.008077673,-0.312047951,0
788,14.28404564,15.89548211,1
789,-1.259412251,0.807097048,0
790,1.604538058,0.844033786,1
791,12.19863941,20.05575221,1
792,13.19041399,14.49380667,0
793,14.47961753,12.95384517,0
794,0.136054113,1.062189614,0
795,2.124867814,-0.681248674,1
796,13.95593764,5.173329238,1
797,13.47307528,14.76889414,1
798,15.43074432,12.10070255,0
799,18.71792537,15.08951814,1
800,-0.352109238,1.155786233,0
801,16.59379765,16.29134445,1
802,-0.024288108,0.039252514,1
803,7.160493468,1.730836474,1
804,16.30848028,14.18570142,0
805,1.524912895,0.060993873,1
806,15.00321339,17.18167105,1
807,13.80791011,14.38988859,0
808,2.906956067,2.437162584,0
809,-0.188471086,0.52587917,0
810,7.622158408,13.63308244,1
811,15.58587908,13.32910082,0
812,13.28138087,17.50803541,1
813,14.16670809,17.57159113,1
814,17.1575292,13.60061623,0
815,15.35230879,12.97909047,0
816,13.02368358,16.83853867,1
817,3.518142974,-1.422928394,0
818,12.28588638,2.383710068,1
819,11.9038215,4.618901353,1
820,16.27438857,16.53236581,1
821,13.9152208,14.59242111,0
822,1.556831938,-0.5192456,1
823,11.91571593,15.47199188,1
824,2.633034424,-0.956999598,1
825,12.81445298,3.754117229,1
826,0.265712148,-5.582784876,0
827,1.777209579,8.261927537,0
828,11.23726638,16.16655429,1
829,0.438282519,1.132934256,0
830,10.06352011,7.98759086,1
831,2.453564579,10.5168952,0
832,1.72829083,8.734315186,0
833,-0.412837129,0.2961024,0
834,1.843590997,0.080946965,0
835,1.357465885,3.756125601,0
836,0.714054568,1.096758824,1
837,15.5130024,16.99695896,1
838,3.473935422,1.786847113,0
839,12.24057393,17.15679036,1
840,-1.026466993,-0.140760287,0
841,16.11791723,13.24293481,0
842,18.17482472,15.61783115,1
843,16.61405223,13.59283656,0
844,16.65601498,12.56462331,0
845,14.21563034,17.90359491,1
846,12.69772507,5.559117697,1
847,10.8313921,-0.244878023,1
848,0.149035048,0.26320635,1
849,1.762311587,7.331646307,0
850,-0.413705054,0.082461795,0
851,2.59645792,10.69834398,0
852,12.86722982,16.3873619,1
853,8.40498494,6.780483277,1
854,-0.316266995,1.477808606,0
855,8.931149421,5.12956195,1
856,0.57329377,-0.322965138,1
857,3.669423184,-0.200478123,1
